+0,08,20,0,0,1,0,3
+0,08,21,0,1,0,0,4
+0,08,22,0,0,0,0,5
+0,08,23,0,0,1,0,6
+0,08,24,0,0,0,0,7
+0,08,25,0,0,0,0,8
+0,08,26,0,0,1,0,9
+0,08,27,0,0,0,0,10
+0,08,28,0,0,0,0,11
+0,08,29,0,0,0,0,12
+0,09,01,0,0,0,0,13
+0,09,02,0,0,0,0,14
+0,09,03,0,0,0,0,15
+0,09,04,1,0,0,0,16
+0,09,05,0,0,0,0,17
+0,09,06,0,0,0,0,18
+0,09,07,0,0,0,0,19
+0,09,08,0,0,0,0,20
+0,09,09,0,0,0,0,21
+0,09,10,0,0,0,0,22
+0,09,11,0,1,0,0,23
+0,09,12,0,0,0,0,24
+0,09,13,0,0,0,0,25
+0,09,14,0,0,0,0,26
+0,09,15,0,0,0,0,0
+0,09,16,0,0,0,0,1
+0,09,17,0,0,0,0,2
+0,09,18,0,0,0,0,3
+0,09,19,0,0,0,0,4
+0,09,20,1,0,0,0,5
+0,09,21,0,0,0,0,6
