+0,04,14,1,0,0,1,14
+0,04,15,0,0,0,1,15
+0,04,16,0,1,0,1,16
+0,04,17,0,0,0,1,17
+0,04,18,0,0,0,1,18
+0,04,19,0,0,0,1,19
+0,04,20,0,0,0,1,20
+0,04,21,0,0,0,1,21
+0,04,22,0,0,0,1,22
+0,04,23,0,0,0,1,23
+0,04,24,0,0,0,1,24
+0,04,25,0,0,0,1,25
+0,04,26,0,0,0,1,26
+0,04,27,0,0,0,1,0
+0,04,28,0,0,0,1,1
+0,04,29,0,0,0,1,2
+0,04,30,0,0,0,1,3
+0,05,01,0,0,0,0,3
+0,05,02,0,0,0,0,4
+0,05,03,0,0,0,0,5
+0,05,04,0,0,0,0,6
+0,05,05,0,0,0,0,7
+0,05,06,0,0,0,0,8
+0,05,07,0,0,0,0,9
+0,05,08,0,0,0,0,10
+0,05,09,0,0,0,1,11
+0,05,10,0,0,0,1,12
+0,05,11,0,0,1,1,13
+0,05,12,1,0,0,1,14
+0,05,13,0,0,0,1,15
