+0,01,09,0,0,0,0,3
+0,01,10,0,0,0,0,4
+0,01,11,0,0,0,0,5
+0,01,12,0,0,0,0,6
+0,01,13,0,0,0,0,7
+0,01,14,0,0,0,0,8
+0,01,15,0,0,0,0,9
+0,01,16,0,0,0,0,10
+0,01,17,0,0,0,0,11
+0,01,18,0,0,0,0,12
+0,01,19,0,0,0,0,13
+0,01,20,0,0,0,0,14
+0,01,21,0,0,0,0,15
+0,01,22,0,0,0,0,16
+0,01,23,0,0,0,0,17
+0,01,24,0,0,0,0,18
+0,01,25,0,0,0,0,19
+0,01,26,0,0,0,0,20
+0,01,27,0,0,0,0,21
+0,01,28,0,0,0,0,22
+0,01,29,0,0,0,0,23
+0,01,30,0,0,1,0,24
+0,02,01,0,0,0,0,24
+0,02,02,0,0,0,0,25
+0,02,03,0,0,0,0,26
+0,02,04,0,0,0,0,0
+0,02,05,0,0,0,0,1
+0,02,06,0,0,0,0,2
