+0,08,04,0,0,0,0,14
+0,08,05,0,0,0,0,15
+0,08,06,0,0,0,0,16
+0,08,07,0,0,0,0,17
+0,08,08,0,0,0,0,18
+0,08,09,0,0,0,0,19
+0,08,10,0,0,0,0,20
+0,08,11,0,0,0,0,21
+0,08,12,0,0,0,0,22
+0,08,13,0,0,0,0,23
+0,08,14,0,0,1,0,24
+0,08,15,0,0,0,0,25
+0,08,16,0,0,1,0,26
+0,08,17,0,0,0,0,0
+0,08,18,0,0,0,0,1
+0,08,19,0,0,0,0,2
+0,08,20,0,0,0,0,3
+0,08,21,0,0,0,0,4
+0,08,22,0,0,0,0,5
+0,08,23,0,0,0,0,6
+0,08,24,0,0,0,0,7
+0,08,25,0,0,0,0,8
+0,08,26,0,0,0,0,9
+0,08,27,0,0,0,0,10
+0,08,28,0,0,0,0,11
+0,08,29,0,1,0,0,12
+0,08,30,0,0,0,0,13
+0,09,01,0,0,0,0,13
+0,09,02,0,0,0,0,14
+0,09,03,0,0,0,0,15
